CustomerID,SurveyDate,SatisfactionScore,CustomerFeedback,AgeGroup,Gender,Region,RepeatCustomer
CUST01063,2024-02-14 06:00:00,6.0,Great service!,26-35,Prefer not to say,Asia,0
CUST01064,2024-02-14 07:00:00,10.0,Had issues with billing.,46-60,Female,South America,0
CUST01065,2024-02-14 08:00:00,5.482161270365023,Website was easy to use.,46-60,Male,Europe,1
CUST01066,2024-02-14 09:00:00,5.0,Had issues with billing.,26-35,Prefer not to say,Asia,0
CUST01067,2024-02-14 10:00:00,1.0,Very satisfied!,46-60,Male,Europe,1
CUST01068,2024-02-14 11:00:00,7.0,Delivery was late.,26-35,Male,Australia,1
CUST01069,2024-02-14 12:00:00,1.0,Delivery was late.,18-25,Male,North America,1
CUST01070,2024-02-14 13:00:00,4.0,Had issues with billing.,26-35,Prefer not to say,Africa,1
CUST01071,2024-02-14 14:00:00,9.0,Product quality needs improvement.,60+,Non-Binary,Australia,1
CUST01072,2024-02-14 15:00:00,1.0,Great service!,60+,Male,Australia,0
CUST01073,2024-02-14 16:00:00,4.0,Product did not meet expectations.,36-45,Non-Binary,Australia,0
CUST01074,2024-02-14 17:00:00,6.0,Product did not meet expectations.,46-60,Prefer not to say,Asia,1
CUST01075,2024-02-14 18:00:00,6.0,Had issues with billing.,46-60,Prefer not to say,Europe,0
CUST01076,2024-02-14 19:00:00,8.0,Had issues with billing.,26-35,Male,Africa,0
CUST01077,2024-02-14 20:00:00,1.0,Delivery was late.,46-60,Non-Binary,Asia,1
CUST01078,2024-02-14 21:00:00,7.0,Very satisfied!,60+,Non-Binary,North America,0
CUST01079,2024-02-14 22:00:00,1.0,Product quality needs improvement.,18-25,Male,Africa,0
CUST01080,2024-02-14 23:00:00,7.0,Had issues with billing.,26-35,Female,Australia,1
CUST01081,2024-02-15 00:00:00,3.0,Product did not meet expectations.,46-60,Female,South America,0
CUST01082,2024-02-15 01:00:00,8.0,Great service!,60+,Prefer not to say,North America,0
CUST01083,2024-02-15 02:00:00,3.0,Customer support was helpful.,36-45,Prefer not to say,Europe,0
CUST01084,2024-02-15 03:00:00,1.0,Website was easy to use.,46-60,Female,North America,0
CUST01085,2024-02-15 04:00:00,8.0,Had issues with billing.,18-25,Female,Asia,0
CUST01086,2024-02-15 05:00:00,3.0,Very satisfied!,18-25,Female,South America,1
CUST01087,2024-02-15 06:00:00,2.0,Had issues with billing.,46-60,Male,Asia,1
CUST01088,2024-02-15 07:00:00,1.0,Very satisfied!,46-60,Male,Africa,1
CUST01089,2024-02-15 08:00:00,3.0,Product quality needs improvement.,60+,Male,Australia,1
CUST01090,2024-02-15 09:00:00,2.0,Customer support was helpful.,46-60,Male,Australia,1
CUST01091,2024-02-15 10:00:00,2.0,Price is too high.,36-45,Male,North America,0
CUST01092,2024-02-15 11:00:00,6.0,Great service!,60+,Male,Australia,0
CUST01093,2024-02-15 12:00:00,1.0,Great service!,26-35,Prefer not to say,Australia,1
CUST01094,2024-02-15 13:00:00,5.482161270365023,No Feedback,36-45,Non-Binary,Africa,1
CUST01095,2024-02-15 14:00:00,6.0,Delivery was late.,60+,Prefer not to say,Europe,1
CUST01096,2024-02-15 15:00:00,3.0,Very satisfied!,60+,Non-Binary,Europe,0
CUST01097,2024-02-15 16:00:00,4.0,Delivery was late.,18-25,Prefer not to say,Asia,0
CUST01098,2024-02-15 17:00:00,1.0,Shipping was fast.,60+,Prefer not to say,Asia,0
CUST01099,2024-02-15 18:00:00,8.0,Product did not meet expectations.,36-45,Male,Europe,0
CUST01100,2024-02-15 19:00:00,7.0,Great service!,46-60,Male,North America,0
CUST01101,2024-02-15 20:00:00,7.0,Product quality needs improvement.,36-45,Non-Binary,Europe,0
CUST01102,2024-02-15 21:00:00,3.0,Very satisfied!,26-35,Non-Binary,Asia,1
CUST01103,2024-02-15 22:00:00,10.0,Product quality needs improvement.,60+,Male,South America,0
CUST01104,2024-02-15 23:00:00,10.0,Customer support was helpful.,60+,Prefer not to say,Australia,1
CUST01105,2024-02-16 00:00:00,3.0,Product quality needs improvement.,60+,Non-Binary,Africa,1
CUST01106,2024-02-16 01:00:00,2.0,Had issues with billing.,60+,Female,South America,0
CUST01107,2024-02-16 02:00:00,1.0,Product did not meet expectations.,18-25,Female,South America,0
CUST01108,2024-02-16 03:00:00,7.0,Had issues with billing.,18-25,Female,Australia,0
CUST01109,2024-02-16 04:00:00,7.0,Website was easy to use.,46-60,Non-Binary,Europe,0
CUST01110,2024-02-16 05:00:00,2.0,Very satisfied!,60+,Male,North America,0
CUST01111,2024-02-16 06:00:00,7.0,Great service!,26-35,Male,South America,0
CUST01112,2024-02-16 07:00:00,8.0,Very satisfied!,46-60,Male,North America,0
CUST01113,2024-02-16 08:00:00,1.0,Product did not meet expectations.,60+,Non-Binary,Africa,0
CUST01114,2024-02-16 09:00:00,9.0,Price is too high.,18-25,Non-Binary,Africa,1
CUST01115,2024-02-16 10:00:00,7.0,Price is too high.,26-35,Female,Africa,1
CUST01116,2024-02-16 11:00:00,3.0,Website was easy to use.,46-60,Non-Binary,Asia,0
CUST01117,2024-02-16 12:00:00,8.0,Product did not meet expectations.,26-35,Female,South America,1
CUST01118,2024-02-16 13:00:00,7.0,Shipping was fast.,60+,Female,Africa,0
CUST01119,2024-02-16 14:00:00,8.0,Shipping was fast.,36-45,Male,Asia,1
CUST01120,2024-02-16 15:00:00,5.482161270365023,Shipping was fast.,26-35,Non-Binary,Africa,1
CUST01121,2024-02-16 16:00:00,9.0,Great service!,26-35,Male,Europe,0
CUST01122,2024-02-16 17:00:00,5.0,Great service!,18-25,Male,South America,0
CUST01123,2024-02-16 18:00:00,3.0,Shipping was fast.,60+,Non-Binary,Asia,0
CUST01124,2024-02-16 19:00:00,3.0,Price is too high.,26-35,Non-Binary,Africa,1
CUST01125,2024-02-16 20:00:00,1.0,Product did not meet expectations.,60+,Prefer not to say,Asia,1
CUST01126,2024-02-16 21:00:00,8.0,Product quality needs improvement.,18-25,Female,Africa,0
CUST01127,2024-02-16 22:00:00,2.0,Product did not meet expectations.,60+,Prefer not to say,Europe,1
CUST01128,2024-02-16 23:00:00,3.0,Shipping was fast.,18-25,Female,North America,0
CUST01129,2024-02-17 00:00:00,8.0,Product did not meet expectations.,18-25,Female,Africa,1
CUST01130,2024-02-17 01:00:00,8.0,Customer support was helpful.,46-60,Female,North America,0
CUST01131,2024-02-17 02:00:00,4.0,Great service!,60+,Male,South America,1
CUST01132,2024-02-17 03:00:00,4.0,Great service!,36-45,Male,Europe,0
CUST01133,2024-02-17 04:00:00,5.0,Price is too high.,46-60,Non-Binary,South America,0
CUST01134,2024-02-17 05:00:00,6.0,Product quality needs improvement.,18-25,Female,North America,0
CUST01135,2024-02-17 06:00:00,5.0,Shipping was fast.,36-45,Female,Europe,1
CUST01136,2024-02-17 07:00:00,7.0,Very satisfied!,26-35,Female,Australia,0
CUST01137,2024-02-17 08:00:00,2.0,Price is too high.,26-35,Male,Europe,1
CUST01138,2024-02-17 09:00:00,7.0,Price is too high.,46-60,Non-Binary,Europe,0
CUST01139,2024-02-17 10:00:00,10.0,Product quality needs improvement.,36-45,Male,Australia,0
CUST01140,2024-02-17 11:00:00,7.0,Had issues with billing.,60+,Prefer not to say,Asia,0
CUST01141,2024-02-17 12:00:00,1.0,Shipping was fast.,36-45,Prefer not to say,Asia,1
CUST01142,2024-02-17 13:00:00,7.0,Very satisfied!,46-60,Prefer not to say,Asia,1
CUST01143,2024-02-17 14:00:00,5.0,Great service!,60+,Non-Binary,North America,1
CUST01144,2024-02-17 15:00:00,3.0,Product quality needs improvement.,60+,Prefer not to say,Europe,0
CUST01145,2024-02-17 16:00:00,3.0,Very satisfied!,26-35,Non-Binary,Africa,1
CUST01146,2024-02-17 17:00:00,4.0,Customer support was helpful.,36-45,Male,Australia,0
CUST01147,2024-02-17 18:00:00,2.0,Price is too high.,60+,Male,Africa,0
CUST01148,2024-02-17 19:00:00,2.0,Product quality needs improvement.,46-60,Non-Binary,North America,0
CUST01149,2024-02-17 20:00:00,1.0,Great service!,26-35,Male,Australia,0
CUST01150,2024-02-17 21:00:00,5.0,Product did not meet expectations.,60+,Male,Africa,0
CUST01151,2024-02-17 22:00:00,4.0,Great service!,36-45,Non-Binary,North America,1
CUST01152,2024-02-17 23:00:00,10.0,Customer support was helpful.,26-35,Prefer not to say,North America,1
CUST01153,2024-02-18 00:00:00,2.0,Product quality needs improvement.,36-45,Non-Binary,North America,0
CUST01154,2024-02-18 01:00:00,3.0,Customer support was helpful.,36-45,Female,Australia,0
CUST01155,2024-02-18 02:00:00,7.0,Shipping was fast.,36-45,Male,Africa,1
CUST01156,2024-02-18 03:00:00,7.0,Shipping was fast.,26-35,Non-Binary,Africa,0
CUST01157,2024-02-18 04:00:00,4.0,Product did not meet expectations.,60+,Male,South America,0
CUST01158,2024-02-18 05:00:00,5.0,Price is too high.,18-25,Prefer not to say,North America,0
CUST01159,2024-02-18 06:00:00,5.0,Had issues with billing.,60+,Male,Asia,0
CUST01160,2024-02-18 07:00:00,6.0,Delivery was late.,26-35,Non-Binary,Europe,1
CUST01161,2024-02-18 08:00:00,9.0,Very satisfied!,18-25,Prefer not to say,South America,0
CUST01162,2024-02-18 09:00:00,2.0,Customer support was helpful.,18-25,Prefer not to say,South America,1
CUST01163,2024-02-18 10:00:00,5.0,Very satisfied!,18-25,Prefer not to say,Australia,1
CUST01164,2024-02-18 11:00:00,3.0,Product did not meet expectations.,46-60,Female,South America,1
CUST01165,2024-02-18 12:00:00,4.0,Very satisfied!,26-35,Non-Binary,Africa,1
CUST01166,2024-02-18 13:00:00,10.0,Very satisfied!,46-60,Non-Binary,Australia,0
CUST01167,2024-02-18 14:00:00,6.0,Great service!,18-25,Prefer not to say,Australia,0
CUST01168,2024-02-18 15:00:00,8.0,Product quality needs improvement.,46-60,Male,Asia,0
CUST01169,2024-02-18 16:00:00,1.0,Price is too high.,46-60,Prefer not to say,North America,1
CUST01170,2024-02-18 17:00:00,10.0,Delivery was late.,26-35,Female,South America,1
CUST01171,2024-02-18 18:00:00,8.0,Product quality needs improvement.,36-45,Prefer not to say,North America,1
CUST01172,2024-02-18 19:00:00,7.0,Great service!,46-60,Non-Binary,North America,0
CUST01173,2024-02-18 20:00:00,1.0,Very satisfied!,46-60,Prefer not to say,North America,0
CUST01174,2024-02-18 21:00:00,2.0,Delivery was late.,18-25,Male,Australia,0
CUST01175,2024-02-18 22:00:00,3.0,Great service!,18-25,Non-Binary,North America,1
CUST01176,2024-02-18 23:00:00,1.0,Great service!,18-25,Male,South America,1
CUST01177,2024-02-19 00:00:00,9.0,Great service!,60+,Prefer not to say,Australia,0
CUST01178,2024-02-19 01:00:00,8.0,Shipping was fast.,46-60,Non-Binary,South America,1
CUST01179,2024-02-19 02:00:00,2.0,Delivery was late.,18-25,Female,Australia,1
CUST01180,2024-02-19 03:00:00,9.0,Great service!,26-35,Non-Binary,Europe,0
CUST01181,2024-02-19 04:00:00,7.0,Had issues with billing.,60+,Male,Europe,1
CUST01182,2024-02-19 05:00:00,9.0,Very satisfied!,36-45,Non-Binary,Europe,1
CUST01183,2024-02-19 06:00:00,6.0,Delivery was late.,46-60,Female,Europe,0
CUST01184,2024-02-19 07:00:00,6.0,Shipping was fast.,46-60,Female,Australia,1
CUST01185,2024-02-19 08:00:00,4.0,Customer support was helpful.,26-35,Female,North America,1
CUST01186,2024-02-19 09:00:00,10.0,Customer support was helpful.,36-45,Female,Asia,1
CUST01187,2024-02-19 10:00:00,10.0,Price is too high.,36-45,Male,Africa,1
CUST01188,2024-02-19 11:00:00,2.0,Website was easy to use.,60+,Non-Binary,Asia,0
CUST01189,2024-02-19 12:00:00,7.0,Had issues with billing.,46-60,Prefer not to say,Europe,0
CUST01190,2024-02-19 13:00:00,5.0,Customer support was helpful.,18-25,Female,North America,1
CUST01191,2024-02-19 14:00:00,6.0,Shipping was fast.,26-35,Prefer not to say,South America,0
CUST01192,2024-02-19 15:00:00,2.0,Website was easy to use.,26-35,Prefer not to say,North America,0
CUST01193,2024-02-19 16:00:00,5.0,Great service!,26-35,Non-Binary,South America,0
CUST01194,2024-02-19 17:00:00,10.0,Great service!,26-35,Prefer not to say,Asia,1
CUST01195,2024-02-19 18:00:00,4.0,Product did not meet expectations.,18-25,Prefer not to say,North America,1
CUST01196,2024-02-19 19:00:00,9.0,Very satisfied!,18-25,Male,North America,0
CUST01197,2024-02-19 20:00:00,6.0,Website was easy to use.,60+,Prefer not to say,Africa,0
CUST01198,2024-02-19 21:00:00,2.0,Very satisfied!,46-60,Non-Binary,Asia,0
CUST01199,2024-02-19 22:00:00,1.0,Shipping was fast.,18-25,Prefer not to say,North America,0
CUST01200,2024-02-19 23:00:00,5.0,Had issues with billing.,60+,Non-Binary,South America,1
CUST01201,2024-02-20 00:00:00,9.0,Website was easy to use.,36-45,Female,North America,0
CUST01202,2024-02-20 01:00:00,6.0,Customer support was helpful.,46-60,Prefer not to say,South America,1
CUST01203,2024-02-20 02:00:00,10.0,Had issues with billing.,18-25,Prefer not to say,Europe,1
CUST01204,2024-02-20 03:00:00,7.0,Product did not meet expectations.,36-45,Prefer not to say,North America,1
CUST01205,2024-02-20 04:00:00,5.0,Very satisfied!,60+,Female,South America,1
CUST01206,2024-02-20 05:00:00,10.0,Very satisfied!,18-25,Male,Asia,1
CUST01207,2024-02-20 06:00:00,6.0,Had issues with billing.,18-25,Prefer not to say,Europe,1
CUST01208,2024-02-20 07:00:00,5.0,Great service!,36-45,Non-Binary,North America,1
CUST01209,2024-02-20 08:00:00,9.0,Very satisfied!,18-25,Male,Africa,0
CUST01210,2024-02-20 09:00:00,6.0,Product did not meet expectations.,26-35,Male,South America,1
CUST01211,2024-02-20 10:00:00,8.0,Customer support was helpful.,18-25,Male,Africa,0
CUST01212,2024-02-20 11:00:00,2.0,Delivery was late.,46-60,Prefer not to say,North America,0
CUST01213,2024-02-20 12:00:00,9.0,Customer support was helpful.,36-45,Female,South America,0
CUST01214,2024-02-20 13:00:00,5.0,Customer support was helpful.,46-60,Female,North America,0
CUST01215,2024-02-20 14:00:00,7.0,Very satisfied!,60+,Prefer not to say,Europe,0
CUST01216,2024-02-20 15:00:00,10.0,Product quality needs improvement.,46-60,Non-Binary,Europe,1
CUST01217,2024-02-20 16:00:00,1.0,Great service!,26-35,Non-Binary,North America,1
CUST01218,2024-02-20 17:00:00,10.0,Very satisfied!,26-35,Non-Binary,North America,0
CUST01219,2024-02-20 18:00:00,5.0,Great service!,46-60,Prefer not to say,Australia,0
CUST01220,2024-02-20 19:00:00,10.0,Shipping was fast.,60+,Female,North America,0
CUST01221,2024-02-20 20:00:00,2.0,Product quality needs improvement.,18-25,Prefer not to say,North America,1
CUST01222,2024-02-20 21:00:00,6.0,Very satisfied!,26-35,Female,Africa,0
CUST01223,2024-02-20 22:00:00,1.0,Price is too high.,46-60,Male,Africa,1
CUST01224,2024-02-20 23:00:00,3.0,Customer support was helpful.,46-60,Prefer not to say,Europe,1
CUST01225,2024-02-21 00:00:00,5.0,Shipping was fast.,46-60,Female,Africa,0
CUST01226,2024-02-21 01:00:00,4.0,Product quality needs improvement.,18-25,Male,North America,1
CUST01227,2024-02-21 02:00:00,3.0,Very satisfied!,36-45,Male,Asia,1
CUST01228,2024-02-21 03:00:00,10.0,Product did not meet expectations.,60+,Prefer not to say,North America,1
CUST01229,2024-02-21 04:00:00,5.0,Had issues with billing.,36-45,Female,Australia,0
CUST01230,2024-02-21 05:00:00,8.0,Had issues with billing.,60+,Male,South America,0
CUST01231,2024-02-21 06:00:00,4.0,Great service!,60+,Prefer not to say,Europe,0
CUST01232,2024-02-21 07:00:00,1.0,Product quality needs improvement.,46-60,Male,Africa,0
CUST01233,2024-02-21 08:00:00,7.0,Customer support was helpful.,26-35,Non-Binary,Asia,0
CUST01234,2024-02-21 09:00:00,8.0,Customer support was helpful.,46-60,Prefer not to say,South America,0
CUST01235,2024-02-21 10:00:00,3.0,Delivery was late.,18-25,Male,Asia,0
CUST01236,2024-02-21 11:00:00,6.0,Had issues with billing.,60+,Prefer not to say,Europe,0
CUST01237,2024-02-21 12:00:00,2.0,Shipping was fast.,26-35,Prefer not to say,Africa,1
CUST01238,2024-02-21 13:00:00,7.0,Product quality needs improvement.,60+,Female,Australia,0
CUST01239,2024-02-21 14:00:00,8.0,Customer support was helpful.,60+,Female,Europe,1
CUST01240,2024-02-21 15:00:00,6.0,Delivery was late.,46-60,Male,Asia,1
CUST01241,2024-02-21 16:00:00,6.0,Product quality needs improvement.,26-35,Prefer not to say,Asia,0
CUST01242,2024-02-21 17:00:00,5.0,Website was easy to use.,26-35,Prefer not to say,Europe,1
CUST01243,2024-02-21 18:00:00,8.0,Customer support was helpful.,60+,Non-Binary,North America,1
CUST01244,2024-02-21 19:00:00,1.0,Website was easy to use.,26-35,Prefer not to say,Europe,0
CUST01245,2024-02-21 20:00:00,10.0,Product quality needs improvement.,26-35,Female,Africa,1
CUST01246,2024-02-21 21:00:00,4.0,Customer support was helpful.,46-60,Prefer not to say,Africa,0
CUST01247,2024-02-21 22:00:00,4.0,Website was easy to use.,36-45,Female,Australia,1
CUST01248,2024-02-21 23:00:00,3.0,Price is too high.,18-25,Non-Binary,Europe,1
CUST01249,2024-02-22 00:00:00,5.482161270365023,No Feedback,36-45,Male,South America,0
CUST01250,2024-02-22 01:00:00,4.0,Shipping was fast.,26-35,Female,Africa,1
CUST01251,2024-02-22 02:00:00,1.0,Had issues with billing.,60+,Male,Africa,1
CUST01252,2024-02-22 03:00:00,2.0,Delivery was late.,18-25,Male,Africa,0
CUST01253,2024-02-22 04:00:00,9.0,Website was easy to use.,18-25,Male,North America,0
CUST01254,2024-02-22 05:00:00,10.0,Customer support was helpful.,60+,Male,South America,1
CUST01255,2024-02-22 06:00:00,2.0,Price is too high.,18-25,Female,Europe,1
CUST01256,2024-02-22 07:00:00,5.0,Price is too high.,60+,Non-Binary,North America,0
CUST01257,2024-02-22 08:00:00,9.0,Had issues with billing.,18-25,Prefer not to say,Africa,1
CUST01258,2024-02-22 09:00:00,9.0,Price is too high.,36-45,Female,South America,0
CUST01259,2024-02-22 10:00:00,8.0,Delivery was late.,18-25,Non-Binary,South America,0
CUST01260,2024-02-22 11:00:00,1.0,Very satisfied!,46-60,Prefer not to say,North America,0
CUST01261,2024-02-22 12:00:00,1.0,Price is too high.,60+,Male,Africa,1
CUST01262,2024-02-22 13:00:00,9.0,Had issues with billing.,18-25,Prefer not to say,North America,1
CUST01263,2024-02-22 14:00:00,8.0,Price is too high.,60+,Prefer not to say,Asia,1
CUST01264,2024-02-22 15:00:00,10.0,Price is too high.,46-60,Non-Binary,Africa,0
CUST01265,2024-02-22 16:00:00,9.0,Product did not meet expectations.,18-25,Prefer not to say,North America,1
CUST01266,2024-02-22 17:00:00,7.0,Delivery was late.,18-25,Male,Europe,0
CUST01267,2024-02-22 18:00:00,3.0,Website was easy to use.,46-60,Female,Africa,1
CUST01268,2024-02-22 19:00:00,3.0,Great service!,46-60,Female,Australia,0
CUST01269,2024-02-22 20:00:00,2.0,Very satisfied!,46-60,Non-Binary,Africa,0
CUST01270,2024-02-22 21:00:00,5.0,Price is too high.,60+,Male,Asia,1
CUST01271,2024-02-22 22:00:00,3.0,Shipping was fast.,46-60,Male,North America,0
CUST01272,2024-02-22 23:00:00,6.0,Price is too high.,60+,Prefer not to say,Australia,1
CUST01273,2024-02-23 00:00:00,2.0,Product did not meet expectations.,36-45,Non-Binary,Asia,1
CUST01274,2024-02-23 01:00:00,3.0,Website was easy to use.,18-25,Male,Europe,1
CUST01275,2024-02-23 02:00:00,5.0,Shipping was fast.,18-25,Male,Africa,1
CUST01276,2024-02-23 03:00:00,5.482161270365023,No Feedback,26-35,Male,Australia,1
CUST01277,2024-02-23 04:00:00,1.0,Shipping was fast.,36-45,Female,North America,0
CUST01278,2024-02-23 05:00:00,10.0,Delivery was late.,46-60,Female,North America,1
CUST01279,2024-02-23 06:00:00,9.0,Had issues with billing.,46-60,Female,Europe,0
CUST01280,2024-02-23 07:00:00,7.0,Had issues with billing.,36-45,Prefer not to say,Asia,1
CUST01281,2024-02-23 08:00:00,1.0,Very satisfied!,46-60,Prefer not to say,Australia,0
CUST01282,2024-02-23 09:00:00,8.0,Website was easy to use.,26-35,Prefer not to say,Europe,0
CUST01283,2024-02-23 10:00:00,3.0,Had issues with billing.,60+,Male,Asia,1
CUST01284,2024-02-23 11:00:00,8.0,Product quality needs improvement.,18-25,Female,South America,0
CUST01285,2024-02-23 12:00:00,5.0,Product did not meet expectations.,36-45,Male,South America,1
CUST01286,2024-02-23 13:00:00,5.482161270365023,No Feedback,18-25,Male,Asia,1
CUST01287,2024-02-23 14:00:00,7.0,Very satisfied!,60+,Non-Binary,North America,1
CUST01288,2024-02-23 15:00:00,5.0,Great service!,36-45,Male,North America,0
CUST01289,2024-02-23 16:00:00,6.0,Great service!,60+,Prefer not to say,South America,0
CUST01290,2024-02-23 17:00:00,6.0,Delivery was late.,46-60,Female,North America,0
CUST01291,2024-02-23 18:00:00,8.0,Delivery was late.,46-60,Female,North America,0
CUST01292,2024-02-23 19:00:00,9.0,Great service!,46-60,Male,Asia,1
CUST01293,2024-02-23 20:00:00,2.0,Had issues with billing.,60+,Prefer not to say,Africa,1
CUST01294,2024-02-23 21:00:00,9.0,Customer support was helpful.,60+,Prefer not to say,Asia,0
CUST01295,2024-02-23 22:00:00,10.0,Very satisfied!,60+,Prefer not to say,North America,0
CUST01296,2024-02-23 23:00:00,9.0,Product quality needs improvement.,18-25,Female,Asia,1
CUST01297,2024-02-24 00:00:00,10.0,Very satisfied!,60+,Prefer not to say,Australia,0
CUST01298,2024-02-24 01:00:00,10.0,Price is too high.,46-60,Prefer not to say,South America,1
CUST01299,2024-02-24 02:00:00,7.0,Website was easy to use.,26-35,Male,Africa,0
CUST01300,2024-02-24 03:00:00,1.0,Product did not meet expectations.,60+,Non-Binary,Australia,0
CUST01301,2024-02-24 04:00:00,7.0,Customer support was helpful.,26-35,Prefer not to say,Australia,0
CUST01302,2024-02-24 05:00:00,10.0,Product quality needs improvement.,46-60,Male,North America,1
CUST01303,2024-02-24 06:00:00,5.0,Price is too high.,60+,Male,North America,1
CUST01304,2024-02-24 07:00:00,6.0,Delivery was late.,18-25,Prefer not to say,Australia,0
CUST01305,2024-02-24 08:00:00,10.0,Product quality needs improvement.,18-25,Non-Binary,Australia,0
CUST01306,2024-02-24 09:00:00,7.0,Great service!,26-35,Female,Europe,0
CUST01307,2024-02-24 10:00:00,5.0,Very satisfied!,18-25,Non-Binary,Europe,0
CUST01308,2024-02-24 11:00:00,7.0,Product quality needs improvement.,18-25,Prefer not to say,South America,0
CUST01309,2024-02-24 12:00:00,9.0,Website was easy to use.,18-25,Non-Binary,Australia,0
CUST01310,2024-02-24 13:00:00,3.0,Shipping was fast.,46-60,Male,Asia,0
CUST01311,2024-02-24 14:00:00,8.0,Delivery was late.,18-25,Male,Africa,0
CUST01312,2024-02-24 15:00:00,2.0,Product did not meet expectations.,36-45,Non-Binary,Europe,1
CUST01313,2024-02-24 16:00:00,7.0,Product did not meet expectations.,60+,Female,North America,1
CUST01314,2024-02-24 17:00:00,2.0,Product quality needs improvement.,18-25,Non-Binary,Australia,1
CUST01315,2024-02-24 18:00:00,4.0,Shipping was fast.,18-25,Prefer not to say,Asia,1
CUST01316,2024-02-24 19:00:00,7.0,Very satisfied!,18-25,Female,Africa,0
CUST01317,2024-02-24 20:00:00,3.0,Price is too high.,36-45,Non-Binary,Asia,1
CUST01318,2024-02-24 21:00:00,2.0,Customer support was helpful.,18-25,Non-Binary,Asia,1
CUST01319,2024-02-24 22:00:00,10.0,Very satisfied!,18-25,Female,North America,0
CUST01320,2024-02-24 23:00:00,7.0,Price is too high.,60+,Non-Binary,Europe,1
CUST01321,2024-02-25 00:00:00,1.0,Customer support was helpful.,36-45,Prefer not to say,Asia,1
CUST01322,2024-02-25 01:00:00,8.0,Shipping was fast.,36-45,Male,Africa,1
CUST01323,2024-02-25 02:00:00,3.0,Customer support was helpful.,18-25,Prefer not to say,Europe,1
CUST01324,2024-02-25 03:00:00,2.0,Very satisfied!,36-45,Non-Binary,South America,1
CUST01325,2024-02-25 04:00:00,3.0,Website was easy to use.,26-35,Male,North America,0
CUST01326,2024-02-25 05:00:00,5.0,Product quality needs improvement.,36-45,Female,Europe,0
CUST01327,2024-02-25 06:00:00,8.0,Price is too high.,36-45,Prefer not to say,Europe,0
CUST01328,2024-02-25 07:00:00,10.0,Website was easy to use.,36-45,Female,Asia,1
CUST01329,2024-02-25 08:00:00,7.0,Price is too high.,46-60,Male,Africa,1
CUST01330,2024-02-25 09:00:00,7.0,Product quality needs improvement.,46-60,Non-Binary,Asia,1
CUST01331,2024-02-25 10:00:00,5.482161270365023,Had issues with billing.,46-60,Male,Africa,0
CUST01332,2024-02-25 11:00:00,8.0,Customer support was helpful.,36-45,Male,North America,1
CUST01333,2024-02-25 12:00:00,1.0,Shipping was fast.,26-35,Female,Europe,1
CUST01334,2024-02-25 13:00:00,4.0,Had issues with billing.,36-45,Prefer not to say,Australia,1
CUST01335,2024-02-25 14:00:00,6.0,Had issues with billing.,18-25,Male,Africa,1
CUST01336,2024-02-25 15:00:00,9.0,Product did not meet expectations.,26-35,Non-Binary,Africa,0
CUST01337,2024-02-25 16:00:00,2.0,Great service!,46-60,Male,Asia,0
CUST01338,2024-02-25 17:00:00,1.0,Very satisfied!,60+,Female,Asia,1
CUST01339,2024-02-25 18:00:00,10.0,Website was easy to use.,26-35,Prefer not to say,South America,0
CUST01340,2024-02-25 19:00:00,2.0,Website was easy to use.,46-60,Non-Binary,Africa,0
CUST01341,2024-02-25 20:00:00,7.0,Website was easy to use.,26-35,Female,North America,0
CUST01342,2024-02-25 21:00:00,3.0,Website was easy to use.,26-35,Male,Europe,1
CUST01343,2024-02-25 22:00:00,10.0,Very satisfied!,36-45,Male,Europe,0
CUST01344,2024-02-25 23:00:00,2.0,Had issues with billing.,18-25,Prefer not to say,Europe,0
CUST01345,2024-02-26 00:00:00,7.0,Very satisfied!,60+,Female,Africa,1
CUST01346,2024-02-26 01:00:00,2.0,Website was easy to use.,46-60,Female,Asia,0
CUST01347,2024-02-26 02:00:00,3.0,Great service!,26-35,Prefer not to say,North America,0
CUST01348,2024-02-26 03:00:00,7.0,Delivery was late.,60+,Non-Binary,Europe,0
CUST01349,2024-02-26 04:00:00,4.0,Product quality needs improvement.,26-35,Female,Africa,1
CUST01350,2024-02-26 05:00:00,1.0,Website was easy to use.,18-25,Prefer not to say,Australia,1
CUST01351,2024-02-26 06:00:00,5.0,Shipping was fast.,60+,Female,South America,0
CUST01352,2024-02-26 07:00:00,9.0,Delivery was late.,46-60,Prefer not to say,South America,1
CUST01353,2024-02-26 08:00:00,8.0,Very satisfied!,26-35,Male,Europe,1
CUST01354,2024-02-26 09:00:00,9.0,Shipping was fast.,18-25,Male,Asia,1
CUST01355,2024-02-26 10:00:00,10.0,Shipping was fast.,60+,Female,South America,0
CUST01356,2024-02-26 11:00:00,9.0,Price is too high.,26-35,Female,South America,0
CUST01357,2024-02-26 12:00:00,7.0,Shipping was fast.,26-35,Male,South America,1
CUST01358,2024-02-26 13:00:00,4.0,Website was easy to use.,46-60,Non-Binary,South America,0
CUST01359,2024-02-26 14:00:00,5.0,Price is too high.,18-25,Prefer not to say,Europe,1
CUST01360,2024-02-26 15:00:00,1.0,Product did not meet expectations.,36-45,Non-Binary,Africa,1
CUST01361,2024-02-26 16:00:00,1.0,Had issues with billing.,26-35,Non-Binary,North America,0
CUST01362,2024-02-26 17:00:00,3.0,Shipping was fast.,60+,Non-Binary,North America,1
