CustomerID,SurveyDate,SatisfactionScore,CustomerFeedback,AgeGroup,Gender,Region,RepeatCustomer,Sentiment,YearMonth,CleanFeedback,IssueCategory
CUST01557,2024-03-05 20:00:00,9.0,Great service!,36-45,Female,Africa,1,Positive,2024-03,great service,Other
CUST01558,2024-03-05 21:00:00,8.0,Product did not meet expectations.,36-45,Female,South America,1,Neutral,2024-03,product meet expectations,Other
CUST01559,2024-03-05 22:00:00,2.0,Customer support was helpful.,46-60,Non-Binary,Africa,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01560,2024-03-05 23:00:00,8.0,Had issues with billing.,60+,Male,Europe,1,Neutral,2024-03,issues billing,Other
CUST01561,2024-03-06 00:00:00,9.0,Had issues with billing.,26-35,Prefer not to say,South America,0,Neutral,2024-03,issues billing,Other
CUST01562,2024-03-06 01:00:00,1.0,Product quality needs improvement.,18-25,Non-Binary,Asia,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01563,2024-03-06 02:00:00,5.0,Great service!,18-25,Prefer not to say,North America,1,Positive,2024-03,great service,Other
CUST01564,2024-03-06 03:00:00,8.0,Shipping was fast.,60+,Male,Asia,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01565,2024-03-06 04:00:00,2.0,Shipping was fast.,36-45,Male,Africa,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01566,2024-03-06 05:00:00,4.0,Had issues with billing.,36-45,Male,Australia,0,Neutral,2024-03,issues billing,Other
CUST01567,2024-03-06 06:00:00,7.0,Shipping was fast.,36-45,Non-Binary,Africa,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01568,2024-03-06 07:00:00,3.0,Delivery was late.,36-45,Male,Australia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01569,2024-03-06 08:00:00,5.0,Product quality needs improvement.,36-45,Non-Binary,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01570,2024-03-06 09:00:00,8.0,Had issues with billing.,60+,Non-Binary,Asia,1,Neutral,2024-03,issues billing,Other
CUST01571,2024-03-06 10:00:00,10.0,Shipping was fast.,46-60,Female,Australia,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01572,2024-03-06 11:00:00,3.0,Great service!,26-35,Non-Binary,Europe,1,Positive,2024-03,great service,Other
CUST01573,2024-03-06 12:00:00,4.0,Very satisfied!,36-45,Non-Binary,North America,1,Positive,2024-03,satisfied,Other
CUST01574,2024-03-06 13:00:00,9.0,Product did not meet expectations.,46-60,Female,South America,1,Neutral,2024-03,product meet expectations,Other
CUST01575,2024-03-06 14:00:00,7.0,Customer support was helpful.,18-25,Prefer not to say,Asia,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01576,2024-03-06 15:00:00,1.0,Customer support was helpful.,60+,Female,North America,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01577,2024-03-06 16:00:00,4.0,Delivery was late.,46-60,Female,South America,0,Negative,2024-03,delivery late,Delivery Issues
CUST01578,2024-03-06 17:00:00,4.0,Website was easy to use.,36-45,Male,Africa,0,Positive,2024-03,website easy use,Other
CUST01579,2024-03-06 18:00:00,9.0,Great service!,36-45,Male,South America,0,Positive,2024-03,great service,Other
CUST01580,2024-03-06 19:00:00,6.0,Website was easy to use.,36-45,Female,Asia,0,Positive,2024-03,website easy use,Other
CUST01581,2024-03-06 20:00:00,9.0,Product quality needs improvement.,46-60,Male,Europe,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01582,2024-03-06 21:00:00,6.0,Product did not meet expectations.,36-45,Female,Europe,1,Neutral,2024-03,product meet expectations,Other
CUST01583,2024-03-06 22:00:00,6.0,Product quality needs improvement.,46-60,Male,North America,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01584,2024-03-06 23:00:00,5.0,Had issues with billing.,36-45,Non-Binary,Africa,1,Neutral,2024-03,issues billing,Other
CUST01585,2024-03-07 00:00:00,5.0,Great service!,18-25,Male,North America,0,Positive,2024-03,great service,Other
CUST01586,2024-03-07 01:00:00,2.0,Had issues with billing.,18-25,Male,Australia,0,Neutral,2024-03,issues billing,Other
CUST01587,2024-03-07 02:00:00,8.0,Price is too high.,26-35,Non-Binary,Europe,1,Positive,2024-03,price high,Pricing
CUST01588,2024-03-07 03:00:00,8.0,Shipping was fast.,36-45,Female,North America,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01589,2024-03-07 04:00:00,1.0,Customer support was helpful.,36-45,Male,Australia,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01590,2024-03-07 05:00:00,8.0,Very satisfied!,46-60,Male,Africa,0,Positive,2024-03,satisfied,Other
CUST01591,2024-03-07 06:00:00,5.0,Had issues with billing.,46-60,Non-Binary,South America,0,Neutral,2024-03,issues billing,Other
CUST01592,2024-03-07 07:00:00,2.0,Website was easy to use.,36-45,Non-Binary,North America,0,Positive,2024-03,website easy use,Other
CUST01593,2024-03-07 08:00:00,2.0,Price is too high.,26-35,Non-Binary,Australia,0,Positive,2024-03,price high,Pricing
CUST01594,2024-03-07 09:00:00,6.0,Customer support was helpful.,36-45,Prefer not to say,Europe,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01595,2024-03-07 10:00:00,9.0,Had issues with billing.,46-60,Non-Binary,South America,0,Neutral,2024-03,issues billing,Other
CUST01596,2024-03-07 11:00:00,1.0,Price is too high.,36-45,Female,North America,0,Positive,2024-03,price high,Pricing
CUST01597,2024-03-07 12:00:00,6.0,Price is too high.,46-60,Male,Europe,1,Positive,2024-03,price high,Pricing
CUST01598,2024-03-07 13:00:00,9.0,Great service!,36-45,Male,South America,0,Positive,2024-03,great service,Other
CUST01599,2024-03-07 14:00:00,8.0,Product quality needs improvement.,60+,Prefer not to say,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01600,2024-03-07 15:00:00,6.0,Price is too high.,46-60,Male,Europe,0,Positive,2024-03,price high,Pricing
CUST01601,2024-03-07 16:00:00,3.0,Delivery was late.,26-35,Male,Asia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01602,2024-03-07 17:00:00,8.0,Product quality needs improvement.,60+,Female,Africa,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01603,2024-03-07 18:00:00,9.0,Customer support was helpful.,36-45,Male,North America,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01604,2024-03-07 19:00:00,1.0,Customer support was helpful.,46-60,Female,Australia,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01605,2024-03-07 20:00:00,9.0,Customer support was helpful.,60+,Prefer not to say,North America,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01606,2024-03-07 21:00:00,6.0,Customer support was helpful.,26-35,Female,Europe,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01607,2024-03-07 22:00:00,6.0,Delivery was late.,46-60,Non-Binary,Asia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01608,2024-03-07 23:00:00,4.0,Had issues with billing.,60+,Non-Binary,Asia,1,Neutral,2024-03,issues billing,Other
CUST01609,2024-03-08 00:00:00,1.0,Product did not meet expectations.,60+,Prefer not to say,South America,1,Neutral,2024-03,product meet expectations,Other
CUST01610,2024-03-08 01:00:00,10.0,Price is too high.,60+,Male,North America,1,Positive,2024-03,price high,Pricing
CUST01611,2024-03-08 02:00:00,8.0,Customer support was helpful.,18-25,Female,North America,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01612,2024-03-08 03:00:00,,Product quality needs improvement.,36-45,Non-Binary,Europe,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01613,2024-03-08 04:00:00,1.0,Product quality needs improvement.,46-60,Female,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01614,2024-03-08 05:00:00,2.0,Price is too high.,46-60,Non-Binary,Europe,0,Positive,2024-03,price high,Pricing
CUST01615,2024-03-08 06:00:00,1.0,Had issues with billing.,46-60,Female,Europe,1,Neutral,2024-03,issues billing,Other
CUST01616,2024-03-08 07:00:00,1.0,Very satisfied!,60+,Male,Africa,1,Positive,2024-03,satisfied,Other
CUST01617,2024-03-08 08:00:00,9.0,Very satisfied!,36-45,Prefer not to say,Asia,1,Positive,2024-03,satisfied,Other
CUST01618,2024-03-08 09:00:00,1.0,Product did not meet expectations.,26-35,Male,Europe,1,Neutral,2024-03,product meet expectations,Other
CUST01619,2024-03-08 10:00:00,4.0,Had issues with billing.,46-60,Female,Asia,1,Neutral,2024-03,issues billing,Other
CUST01620,2024-03-08 11:00:00,10.0,Price is too high.,36-45,Non-Binary,Europe,1,Positive,2024-03,price high,Pricing
CUST01621,2024-03-08 12:00:00,6.0,Very satisfied!,36-45,Non-Binary,Australia,1,Positive,2024-03,satisfied,Other
CUST01622,2024-03-08 13:00:00,7.0,Very satisfied!,18-25,Prefer not to say,Europe,0,Positive,2024-03,satisfied,Other
CUST01623,2024-03-08 14:00:00,2.0,Very satisfied!,46-60,Male,Europe,1,Positive,2024-03,satisfied,Other
CUST01624,2024-03-08 15:00:00,6.0,Website was easy to use.,60+,Male,Australia,0,Positive,2024-03,website easy use,Other
CUST01625,2024-03-08 16:00:00,7.0,Delivery was late.,36-45,Male,North America,0,Negative,2024-03,delivery late,Delivery Issues
CUST01626,2024-03-08 17:00:00,10.0,Price is too high.,36-45,Non-Binary,Asia,1,Positive,2024-03,price high,Pricing
CUST01627,2024-03-08 18:00:00,10.0,Shipping was fast.,26-35,Prefer not to say,South America,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01628,2024-03-08 19:00:00,2.0,Great service!,18-25,Non-Binary,Australia,1,Positive,2024-03,great service,Other
CUST01629,2024-03-08 20:00:00,2.0,Great service!,36-45,Male,North America,1,Positive,2024-03,great service,Other
CUST01630,2024-03-08 21:00:00,10.0,Had issues with billing.,36-45,Female,Europe,0,Neutral,2024-03,issues billing,Other
CUST01631,2024-03-08 22:00:00,,,60+,Non-Binary,Africa,1,Neutral,2024-03,,Other
CUST01632,2024-03-08 23:00:00,1.0,Price is too high.,60+,Prefer not to say,North America,0,Positive,2024-03,price high,Pricing
CUST01633,2024-03-09 00:00:00,8.0,Great service!,26-35,Male,Australia,1,Positive,2024-03,great service,Other
CUST01634,2024-03-09 01:00:00,3.0,Product did not meet expectations.,26-35,Female,Africa,0,Neutral,2024-03,product meet expectations,Other
CUST01635,2024-03-09 02:00:00,6.0,Great service!,26-35,Non-Binary,Europe,0,Positive,2024-03,great service,Other
CUST01636,2024-03-09 03:00:00,9.0,Price is too high.,60+,Female,North America,0,Positive,2024-03,price high,Pricing
CUST01637,2024-03-09 04:00:00,6.0,Very satisfied!,60+,Female,South America,0,Positive,2024-03,satisfied,Other
CUST01638,2024-03-09 05:00:00,9.0,Product did not meet expectations.,18-25,Prefer not to say,Asia,0,Neutral,2024-03,product meet expectations,Other
CUST01639,2024-03-09 06:00:00,7.0,Customer support was helpful.,46-60,Non-Binary,Asia,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01640,2024-03-09 07:00:00,9.0,Shipping was fast.,46-60,Prefer not to say,Australia,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01641,2024-03-09 08:00:00,2.0,Website was easy to use.,18-25,Male,Europe,1,Positive,2024-03,website easy use,Other
CUST01642,2024-03-09 09:00:00,,,46-60,Female,Europe,0,Neutral,2024-03,,Other
CUST01643,2024-03-09 10:00:00,8.0,Customer support was helpful.,60+,Prefer not to say,Asia,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01644,2024-03-09 11:00:00,2.0,Product quality needs improvement.,46-60,Prefer not to say,North America,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01645,2024-03-09 12:00:00,,Great service!,60+,Male,Europe,0,Positive,2024-03,great service,Other
CUST01646,2024-03-09 13:00:00,7.0,Shipping was fast.,18-25,Non-Binary,South America,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01647,2024-03-09 14:00:00,4.0,Great service!,26-35,Prefer not to say,South America,0,Positive,2024-03,great service,Other
CUST01648,2024-03-09 15:00:00,4.0,Great service!,18-25,Female,Europe,1,Positive,2024-03,great service,Other
CUST01649,2024-03-09 16:00:00,6.0,Customer support was helpful.,46-60,Female,Europe,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01650,2024-03-09 17:00:00,10.0,Very satisfied!,60+,Female,Asia,1,Positive,2024-03,satisfied,Other
CUST01651,2024-03-09 18:00:00,6.0,Very satisfied!,46-60,Female,Australia,0,Positive,2024-03,satisfied,Other
CUST01652,2024-03-09 19:00:00,10.0,Website was easy to use.,46-60,Prefer not to say,Asia,1,Positive,2024-03,website easy use,Other
CUST01653,2024-03-09 20:00:00,3.0,Product did not meet expectations.,26-35,Female,Australia,1,Neutral,2024-03,product meet expectations,Other
CUST01654,2024-03-09 21:00:00,9.0,Great service!,46-60,Prefer not to say,South America,0,Positive,2024-03,great service,Other
CUST01655,2024-03-09 22:00:00,10.0,Had issues with billing.,26-35,Non-Binary,Australia,0,Neutral,2024-03,issues billing,Other
CUST01656,2024-03-09 23:00:00,2.0,Very satisfied!,60+,Female,Asia,0,Positive,2024-03,satisfied,Other
CUST01657,2024-03-10 00:00:00,6.0,Price is too high.,60+,Non-Binary,Europe,1,Positive,2024-03,price high,Pricing
CUST01658,2024-03-10 01:00:00,7.0,Shipping was fast.,26-35,Prefer not to say,Australia,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01659,2024-03-10 02:00:00,9.0,Had issues with billing.,18-25,Male,Asia,0,Neutral,2024-03,issues billing,Other
CUST01660,2024-03-10 03:00:00,3.0,Customer support was helpful.,60+,Non-Binary,South America,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01661,2024-03-10 04:00:00,10.0,Customer support was helpful.,18-25,Female,Africa,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01662,2024-03-10 05:00:00,3.0,Website was easy to use.,60+,Male,Australia,0,Positive,2024-03,website easy use,Other
CUST01663,2024-03-10 06:00:00,7.0,Website was easy to use.,60+,Non-Binary,South America,1,Positive,2024-03,website easy use,Other
CUST01664,2024-03-10 07:00:00,4.0,Product did not meet expectations.,36-45,Prefer not to say,South America,1,Neutral,2024-03,product meet expectations,Other
CUST01665,2024-03-10 08:00:00,8.0,Price is too high.,46-60,Prefer not to say,North America,1,Positive,2024-03,price high,Pricing
CUST01666,2024-03-10 09:00:00,7.0,Shipping was fast.,46-60,Prefer not to say,Africa,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01667,2024-03-10 10:00:00,5.0,Price is too high.,18-25,Non-Binary,Australia,1,Positive,2024-03,price high,Pricing
CUST01668,2024-03-10 11:00:00,7.0,Product quality needs improvement.,46-60,Prefer not to say,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01669,2024-03-10 12:00:00,3.0,Website was easy to use.,18-25,Non-Binary,Australia,1,Positive,2024-03,website easy use,Other
CUST01670,2024-03-10 13:00:00,2.0,Product did not meet expectations.,60+,Female,Australia,1,Neutral,2024-03,product meet expectations,Other
CUST01671,2024-03-10 14:00:00,6.0,Delivery was late.,36-45,Female,Africa,1,Negative,2024-03,delivery late,Delivery Issues
CUST01672,2024-03-10 15:00:00,2.0,Great service!,36-45,Non-Binary,South America,1,Positive,2024-03,great service,Other
CUST01673,2024-03-10 16:00:00,3.0,Great service!,60+,Non-Binary,South America,1,Positive,2024-03,great service,Other
CUST01674,2024-03-10 17:00:00,6.0,Delivery was late.,26-35,Male,South America,0,Negative,2024-03,delivery late,Delivery Issues
CUST01675,2024-03-10 18:00:00,5.0,Very satisfied!,26-35,Prefer not to say,South America,1,Positive,2024-03,satisfied,Other
CUST01676,2024-03-10 19:00:00,8.0,Price is too high.,46-60,Female,Africa,1,Positive,2024-03,price high,Pricing
CUST01677,2024-03-10 20:00:00,9.0,Delivery was late.,18-25,Female,Asia,1,Negative,2024-03,delivery late,Delivery Issues
CUST01678,2024-03-10 21:00:00,3.0,Product did not meet expectations.,36-45,Male,Europe,1,Neutral,2024-03,product meet expectations,Other
CUST01679,2024-03-10 22:00:00,,Shipping was fast.,46-60,Non-Binary,North America,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01680,2024-03-10 23:00:00,3.0,Delivery was late.,60+,Non-Binary,South America,1,Negative,2024-03,delivery late,Delivery Issues
CUST01681,2024-03-11 00:00:00,3.0,Product did not meet expectations.,36-45,Male,South America,1,Neutral,2024-03,product meet expectations,Other
CUST01682,2024-03-11 01:00:00,6.0,Website was easy to use.,18-25,Prefer not to say,North America,1,Positive,2024-03,website easy use,Other
CUST01683,2024-03-11 02:00:00,1.0,Had issues with billing.,18-25,Non-Binary,South America,1,Neutral,2024-03,issues billing,Other
CUST01684,2024-03-11 03:00:00,7.0,Customer support was helpful.,26-35,Non-Binary,Europe,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01685,2024-03-11 04:00:00,1.0,Customer support was helpful.,46-60,Prefer not to say,Australia,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01686,2024-03-11 05:00:00,5.0,Product quality needs improvement.,60+,Prefer not to say,North America,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01687,2024-03-11 06:00:00,10.0,Price is too high.,36-45,Male,Asia,1,Positive,2024-03,price high,Pricing
CUST01688,2024-03-11 07:00:00,8.0,Shipping was fast.,18-25,Male,North America,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01689,2024-03-11 08:00:00,4.0,Had issues with billing.,36-45,Male,Europe,1,Neutral,2024-03,issues billing,Other
CUST01690,2024-03-11 09:00:00,5.0,Had issues with billing.,60+,Non-Binary,Africa,1,Neutral,2024-03,issues billing,Other
CUST01691,2024-03-11 10:00:00,4.0,Website was easy to use.,36-45,Male,Asia,0,Positive,2024-03,website easy use,Other
CUST01692,2024-03-11 11:00:00,4.0,Delivery was late.,46-60,Non-Binary,Australia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01693,2024-03-11 12:00:00,8.0,Price is too high.,26-35,Female,South America,1,Positive,2024-03,price high,Pricing
CUST01694,2024-03-11 13:00:00,2.0,Great service!,36-45,Prefer not to say,North America,1,Positive,2024-03,great service,Other
CUST01695,2024-03-11 14:00:00,1.0,Had issues with billing.,26-35,Prefer not to say,Asia,1,Neutral,2024-03,issues billing,Other
CUST01696,2024-03-11 15:00:00,3.0,Product did not meet expectations.,60+,Female,North America,0,Neutral,2024-03,product meet expectations,Other
CUST01697,2024-03-11 16:00:00,9.0,Great service!,26-35,Male,Australia,1,Positive,2024-03,great service,Other
CUST01698,2024-03-11 17:00:00,4.0,Product quality needs improvement.,36-45,Non-Binary,North America,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01699,2024-03-11 18:00:00,10.0,Delivery was late.,36-45,Non-Binary,Asia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01700,2024-03-11 19:00:00,5.0,Delivery was late.,18-25,Non-Binary,Europe,0,Negative,2024-03,delivery late,Delivery Issues
CUST01701,2024-03-11 20:00:00,2.0,Shipping was fast.,36-45,Prefer not to say,Africa,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01702,2024-03-11 21:00:00,4.0,Had issues with billing.,26-35,Male,Asia,1,Neutral,2024-03,issues billing,Other
CUST01703,2024-03-11 22:00:00,2.0,Website was easy to use.,18-25,Non-Binary,North America,1,Positive,2024-03,website easy use,Other
CUST01704,2024-03-11 23:00:00,2.0,Very satisfied!,36-45,Non-Binary,Australia,1,Positive,2024-03,satisfied,Other
CUST01705,2024-03-12 00:00:00,4.0,Very satisfied!,36-45,Non-Binary,South America,0,Positive,2024-03,satisfied,Other
CUST01706,2024-03-12 01:00:00,6.0,Customer support was helpful.,60+,Female,South America,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01707,2024-03-12 02:00:00,7.0,Product did not meet expectations.,18-25,Non-Binary,Australia,1,Neutral,2024-03,product meet expectations,Other
CUST01708,2024-03-12 03:00:00,10.0,Great service!,60+,Female,North America,0,Positive,2024-03,great service,Other
CUST01709,2024-03-12 04:00:00,3.0,Product quality needs improvement.,60+,Non-Binary,Africa,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01710,2024-03-12 05:00:00,3.0,Customer support was helpful.,60+,Non-Binary,Australia,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01711,2024-03-12 06:00:00,10.0,Delivery was late.,46-60,Non-Binary,North America,1,Negative,2024-03,delivery late,Delivery Issues
CUST01712,2024-03-12 07:00:00,,Great service!,60+,Female,Asia,1,Positive,2024-03,great service,Other
CUST01713,2024-03-12 08:00:00,3.0,Price is too high.,26-35,Non-Binary,Africa,0,Positive,2024-03,price high,Pricing
CUST01714,2024-03-12 09:00:00,2.0,Had issues with billing.,36-45,Male,Europe,0,Neutral,2024-03,issues billing,Other
CUST01715,2024-03-12 10:00:00,8.0,Product quality needs improvement.,46-60,Non-Binary,North America,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01716,2024-03-12 11:00:00,5.0,Price is too high.,60+,Female,South America,0,Positive,2024-03,price high,Pricing
CUST01717,2024-03-12 12:00:00,1.0,Website was easy to use.,36-45,Female,South America,0,Positive,2024-03,website easy use,Other
CUST01718,2024-03-12 13:00:00,3.0,Had issues with billing.,18-25,Male,Africa,1,Neutral,2024-03,issues billing,Other
CUST01719,2024-03-12 14:00:00,10.0,Great service!,18-25,Prefer not to say,Europe,1,Positive,2024-03,great service,Other
CUST01720,2024-03-12 15:00:00,8.0,Had issues with billing.,36-45,Male,North America,0,Neutral,2024-03,issues billing,Other
CUST01721,2024-03-12 16:00:00,4.0,Customer support was helpful.,26-35,Male,Europe,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01722,2024-03-12 17:00:00,7.0,Shipping was fast.,36-45,Female,Asia,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01723,2024-03-12 18:00:00,10.0,Customer support was helpful.,36-45,Non-Binary,Europe,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01724,2024-03-12 19:00:00,2.0,Website was easy to use.,46-60,Non-Binary,Asia,1,Positive,2024-03,website easy use,Other
CUST01725,2024-03-12 20:00:00,7.0,Product did not meet expectations.,18-25,Prefer not to say,South America,0,Neutral,2024-03,product meet expectations,Other
CUST01726,2024-03-12 21:00:00,5.0,Price is too high.,18-25,Prefer not to say,Asia,1,Positive,2024-03,price high,Pricing
CUST01727,2024-03-12 22:00:00,5.0,Customer support was helpful.,60+,Prefer not to say,North America,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01728,2024-03-12 23:00:00,6.0,Shipping was fast.,36-45,Prefer not to say,Africa,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01729,2024-03-13 00:00:00,9.0,Product did not meet expectations.,36-45,Male,Africa,1,Neutral,2024-03,product meet expectations,Other
CUST01730,2024-03-13 01:00:00,6.0,Customer support was helpful.,26-35,Male,North America,0,Neutral,2024-03,customer support helpful,Customer Service
CUST01731,2024-03-13 02:00:00,8.0,Delivery was late.,18-25,Non-Binary,North America,1,Negative,2024-03,delivery late,Delivery Issues
CUST01732,2024-03-13 03:00:00,7.0,Shipping was fast.,26-35,Male,North America,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01733,2024-03-13 04:00:00,9.0,Price is too high.,46-60,Non-Binary,Australia,1,Positive,2024-03,price high,Pricing
CUST01734,2024-03-13 05:00:00,,Product quality needs improvement.,60+,Non-Binary,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01735,2024-03-13 06:00:00,2.0,Very satisfied!,26-35,Non-Binary,North America,0,Positive,2024-03,satisfied,Other
CUST01736,2024-03-13 07:00:00,7.0,Product did not meet expectations.,18-25,Non-Binary,Africa,1,Neutral,2024-03,product meet expectations,Other
CUST01737,2024-03-13 08:00:00,6.0,Delivery was late.,46-60,Female,Europe,1,Negative,2024-03,delivery late,Delivery Issues
CUST01738,2024-03-13 09:00:00,1.0,Product quality needs improvement.,36-45,Non-Binary,Europe,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01739,2024-03-13 10:00:00,9.0,Great service!,46-60,Male,Australia,1,Positive,2024-03,great service,Other
CUST01740,2024-03-13 11:00:00,9.0,Shipping was fast.,26-35,Male,Asia,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01741,2024-03-13 12:00:00,2.0,Delivery was late.,18-25,Male,Asia,1,Negative,2024-03,delivery late,Delivery Issues
CUST01742,2024-03-13 13:00:00,3.0,Had issues with billing.,26-35,Male,Asia,1,Neutral,2024-03,issues billing,Other
CUST01743,2024-03-13 14:00:00,5.0,Great service!,36-45,Female,Africa,0,Positive,2024-03,great service,Other
CUST01744,2024-03-13 15:00:00,5.0,Great service!,36-45,Prefer not to say,Africa,1,Positive,2024-03,great service,Other
CUST01745,2024-03-13 16:00:00,1.0,Product did not meet expectations.,18-25,Prefer not to say,Australia,1,Neutral,2024-03,product meet expectations,Other
CUST01746,2024-03-13 17:00:00,8.0,Shipping was fast.,60+,Non-Binary,Asia,1,Positive,2024-03,shipping fast,Delivery Issues
CUST01747,2024-03-13 18:00:00,8.0,Delivery was late.,46-60,Non-Binary,Asia,0,Negative,2024-03,delivery late,Delivery Issues
CUST01748,2024-03-13 19:00:00,4.0,Website was easy to use.,46-60,Male,North America,0,Positive,2024-03,website easy use,Other
CUST01749,2024-03-13 20:00:00,7.0,Delivery was late.,36-45,Male,Asia,1,Negative,2024-03,delivery late,Delivery Issues
CUST01750,2024-03-13 21:00:00,10.0,Customer support was helpful.,26-35,Prefer not to say,Africa,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01751,2024-03-13 22:00:00,3.0,Great service!,26-35,Prefer not to say,North America,1,Positive,2024-03,great service,Other
CUST01752,2024-03-13 23:00:00,6.0,Price is too high.,60+,Male,North America,1,Positive,2024-03,price high,Pricing
CUST01753,2024-03-14 00:00:00,10.0,Great service!,26-35,Non-Binary,Asia,0,Positive,2024-03,great service,Other
CUST01754,2024-03-14 01:00:00,10.0,Great service!,46-60,Female,Europe,0,Positive,2024-03,great service,Other
CUST01755,2024-03-14 02:00:00,9.0,Very satisfied!,26-35,Female,South America,0,Positive,2024-03,satisfied,Other
CUST01756,2024-03-14 03:00:00,1.0,Had issues with billing.,60+,Prefer not to say,Africa,1,Neutral,2024-03,issues billing,Other
CUST01757,2024-03-14 04:00:00,5.0,Website was easy to use.,46-60,Prefer not to say,Europe,1,Positive,2024-03,website easy use,Other
CUST01758,2024-03-14 05:00:00,4.0,Product quality needs improvement.,26-35,Prefer not to say,Asia,0,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01759,2024-03-14 06:00:00,8.0,Product quality needs improvement.,46-60,Female,Asia,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01760,2024-03-14 07:00:00,1.0,Had issues with billing.,36-45,Female,Europe,1,Neutral,2024-03,issues billing,Other
CUST01761,2024-03-14 08:00:00,9.0,Great service!,36-45,Male,Asia,0,Positive,2024-03,great service,Other
CUST01762,2024-03-14 09:00:00,6.0,Product quality needs improvement.,36-45,Non-Binary,Africa,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01763,2024-03-14 10:00:00,4.0,Shipping was fast.,26-35,Prefer not to say,North America,0,Positive,2024-03,shipping fast,Delivery Issues
CUST01764,2024-03-14 11:00:00,9.0,Website was easy to use.,60+,Male,Australia,1,Positive,2024-03,website easy use,Other
CUST01765,2024-03-14 12:00:00,5.0,Product quality needs improvement.,46-60,Female,Asia,1,Neutral,2024-03,product quality needs improvement,Product Quality
CUST01766,2024-03-14 13:00:00,5.0,Had issues with billing.,18-25,Male,Asia,1,Neutral,2024-03,issues billing,Other
CUST01767,2024-03-14 14:00:00,5.0,Customer support was helpful.,36-45,Female,Europe,1,Neutral,2024-03,customer support helpful,Customer Service
CUST01768,2024-03-14 15:00:00,1.0,Product quality needs improvement.,36-45,Non-Binary,North America,1,Neutral,2024-03,product quality needs improvement,Product Quality
